RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,CommunityDistrict,CensusTract2010,NTA,CityCouncilDistrict,CongressionalDistrict,StateSenatorialDistrict,LicenseIssuedDate,LicenseExpiredDate
45427,FLOFFY,M,8/1/15 0:00,Poodle,Bronx,10461,210,300,BX10,13,14,34,1/2/16,1/2/17
45428,LILY,F,9/1/10 0:00,Unknown,Manhattan,10065,108,118,MN31,4,12,28,1/2/16,1/21/17
45429,LOBO,M,1/1/11 0:00,Siberian Husky,Queens,11368,,NULL,NULL,,,,1/2/16,2/19/17
45430,LOBO,M,7/1/12 0:00,Pomeranian,Brooklyn,11212,,NULL,NULL,,,,1/2/16,1/2/17
45431,LOCA,F,5/1/03 0:00,Pit Bull Mix,Bronx,10467,207,421,BX43,11,13,36,1/2/16,11/16/16
45432,LOLA,F,12/1/12 0:00,Maltese,Queens,11373,404,26901,QN29,25,14,13,1/2/16,1/2/17
45433,LOLA,F,3/1/11 0:00,Chihuahua,Brooklyn,11249,301,555,BK73,33,12,26,1/2/16,1/2/17
45434,LOLA,F,10/1/15 0:00,Siberian Husky,Bronx,10467,211,33202,BX07,15,14,34,1/2/16,1/2/17
45435,ESTES,F,9/1/03 0:00,Staffordshire Bull Terrier,Staten Island,10307,503,248,SI11,51,11,24,1/2/16,2/22/17
45436,FLASH,M,8/1/13 0:00,Labrador Retriever,Brooklyn,11216,303,267,BK75,36,8,25,1/2/16,12/11/16
45437,ADOLFO ,M,1/1/05 0:00,Maltese,Queens,11385,405,545,QN20,34,7,12,1/2/16,3/29/17
45438,AMELIA,F,9/1/10 0:00,"Bull Dog, French",Manhattan,10028,108,136,MN32,5,12,28,1/2/16,1/13/17
45439,ANGEL,F,5/1/13 0:00,Unknown,Queens,11377,402,261,QN63,26,14,12,1/2/16,11/18/16
45440,PENNY,F,3/1/10 0:00,Cavalier King Charles Spaniel,Manhattan,10028,108,14402,MN32,5,12,28,1/2/16,1/11/18
45441,PECAN ,M,5/1/15 0:00,Shih Tzu,Brooklyn,11209,310,142,BK31,43,11,22,1/2/16,1/2/17
45442,PEPE,M,6/1/14 0:00,Border Terrier,Brooklyn,11205,302,197,BK69,35,8,25,1/2/16,1/2/17
45443,PEPITO,M,10/1/13 0:00,Chihuahua,Brooklyn,11214,311,286,BK27,43,11,23,1/2/16,1/18/17
45444,PEPPER,F,1/1/12 0:00,Australian Shepherd,Manhattan,10034,112,303,MN01,10,13,31,1/2/16,2/5/17
45445,SOFIA,F,12/1/09 0:00,Beagle Crossbreed,Brooklyn,11236,318,1034,BK50,46,8,19,1/2/16,1/2/17
45446,SNOOPY ,M,1/1/12 0:00,Chihuahua,Queens,11426,413,1617,QN43,23,3,11,1/2/16,1/2/17
45447,SMOKEY,M,9/1/09 0:00,Labrador Retriever Crossbreed,Manhattan,10036,104,129,MN15,3,10,27,1/2/16,2/20/17
45448,SKYE,F,1/1/14 0:00,Pit Bull,Queens,11379,405,621,QN21,30,6,15,1/2/16,1/2/17
45449,SIR ,M,1/1/08 0:00,Labrador Retriever Crossbreed,Brooklyn,11221,303,267,BK75,36,8,25,1/2/16,1/2/17
45450,GINA,F,12/1/12 0:00,Pit Bull Mix,Brooklyn,11205,303,241,BK75,33,8,25,1/2/16,1/2/17
45451,CASPER,M,6/1/10 0:00,Maltese,Bronx,10452,204,189,BX26,8,15,29,1/2/16,2/19/17
45452,CALYPSO,M,6/1/09 0:00,"Poodle, Miniature",Bronx,10466,212,456,BX03,12,16,36,1/2/16,1/25/21
45453,BURDOCK,M,5/1/12 0:00,Boston Terrier,Manhattan,10027,109,21303,MN06,9,13,30,1/2/16,12/29/16
45454,GIRL,F,9/1/15 0:00,Papillon,Brooklyn,11209,310,5201,BK31,43,11,22,1/2/16,1/2/17
45455,GROOT,M,1/1/15 0:00,Pug,Brooklyn,11201,302,15,BK38,33,8,25,1/2/16,1/2/18
45456,NUTTYBUDDY,M,9/1/15 0:00,Beagle,Queens,11385,405,637,QN19,30,6,15,1/2/16,1/2/17
45457,OREO,M,9/1/15 0:00,Yorkshire Terrier,Queens,11374,406,687,QN18,29,6,15,1/2/16,1/2/17
45458,OLLIE,M,5/1/14 0:00,Labrador Retriever,Brooklyn,11204,311,256,BK28,47,10,22,1/2/16,1/2/17
45459,ORLY,M,12/1/13 0:00,Australian Shepherd,Brooklyn,11211,301,519,BK73,33,12,18,1/3/16,2/19/17
45460,GRAYSON ,M,12/1/13 0:00,German Shepherd Crossbreed,Brooklyn,11209,310,38,BK31,43,11,22,1/3/16,2/11/17
45461,GOOSIE,F,3/1/06 0:00,German Shepherd Dog,Manhattan,10128,108,14602,MN32,5,12,28,1/3/16,2/10/17
45462,GOTTI,M,5/1/12 0:00,Pit Bull,Bronx,10453,205,22701,BX41,14,15,33,1/3/16,2/20/17
45463,BUSTER,M,1/1/06 0:00,Whippet,Manhattan,10023,107,155,MN14,6,10,27,1/3/16,2/18/17
45464,CAPTAIN ,M,3/1/05 0:00,Chihuahua,Manhattan,10023,107,159,MN14,6,10,29,1/3/16,1/15/17
45465,CAESAR,M,10/1/15 0:00,German Shepherd Dog,Brooklyn,11206,,NULL,NULL,,,,1/3/16,1/3/17
45466,GEORGE,M,5/1/01 0:00,Jack Russell Terrier,Manhattan,10023,107,159,MN14,6,10,29,1/3/16,11/6/18
45467,SNOOPY,M,1/1/11 0:00,Shih Tzu,Bronx,10472,209,70,BX55,18,15,32,1/3/16,1/3/17
45468,SOPHIE ,F,8/1/14 0:00,Morkie,Brooklyn,11218,314,482,BK42,40,9,17,1/3/16,1/3/17
45469,SOPHIA,F,1/1/12 0:00,Yorkshire Terrier,Brooklyn,11230,314,758,BK43,48,9,17,1/3/16,3/7/17
45470,SOPHIA,F,4/1/12 0:00,"Schnauzer, Miniature",Queens,11105,401,117,QN72,22,14,13,1/3/16,2/5/17
45471,SPIKE,M,10/1/12 0:00,Maltese,Queens,11368,404,43702,QN25,21,14,13,1/3/16,1/3/17
45472,SPARKY,M,7/1/09 0:00,German Shepherd Crossbreed,Brooklyn,11221,304,395,BK78,34,7,18,1/3/16,1/3/17
45473,TASHI,F,4/1/13 0:00,Pit Bull,Brooklyn,11226,314,514,BK42,40,9,21,1/3/16,9/10/16
45474,PHILO,M,4/1/12 0:00,Miniature Pinscher,Bronx,10468,,NULL,NULL,,,,1/3/16,3/26/16
45475,STELLA ,F,1/1/03 0:00,Unknown,Brooklyn,11201,302,9,BK09,33,7,26,1/3/16,11/29/16
45476,PENNY,F,10/1/09 0:00,Beagle Crossbreed,Bronx,10469,211,310,BX31,13,14,34,1/3/16,2/10/17
45477,LUCA,M,9/1/15 0:00,Saint Bernard,Manhattan,10011,105,54,MN13,3,12,27,1/3/16,1/3/18
45478,LUCAS,M,5/1/11 0:00,Australian Cattledog,Brooklyn,11215,306,119,BK37,39,7,25,1/3/16,2/9/18
45479,ANABEL,F,12/1/08 0:00,Beagle,Queens,11427,413,492,QN06,23,5,14,1/3/16,2/19/17
45480,ABIGAIL,F,2/1/14 0:00,Unknown,Manhattan,10025,109,205,MN09,7,10,30,1/3/16,11/28/16
45481,FIFI ,F,12/1/05 0:00,Yorkshire Terrier,Bronx,10462,211,22404,BX49,13,14,34,1/3/16,1/3/17
45482,ANTHONY,M,2/1/11 0:00,Jack Russell Terrier,Manhattan,10024,107,169,MN12,6,10,29,1/3/16,2/22/17
45483,APOLLO,M,8/1/15 0:00,Poodle Crossbreed,Queens,11434,412,33402,QN02,28,5,10,1/3/16,1/3/17
45484,ANNIE,F,2/1/14 0:00,Terrier mix,Brooklyn,11215,306,153,BK37,39,9,21,1/3/16,1/3/19
45485,ARCHER,M,10/1/14 0:00,Jack Russell Terrier,Manhattan,11205,302,195,BK69,35,8,25,1/3/16,2/13/17
45486,APPLE,F,11/1/09 0:00,Puggle,Manhattan,10128,108,14602,MN32,5,12,28,1/3/16,2/13/19
45487,LONGFELLOW ,M,8/1/07 0:00,Golden Retriever,Brooklyn,11234,318,652,BK45,46,8,22,1/3/16,2/8/17
45488,FLUFFY,M,6/1/07 0:00,Unknown,Queens,11356,407,939,QN23,19,14,11,1/3/16,1/27/17
45489,COOKIE ,F,10/1/15 0:00,Cavalier King Charles Spaniel,Manhattan,10016,106,70,MN20,2,12,28,1/3/16,1/3/17
45490,BANDIT,M,1/1/10 0:00,Chihuahua Crossbreed,Manhattan,10032,,NULL,NULL,,,,1/3/16,1/3/17
45491,KJ,M,1/1/12 0:00,Jack Russell Terrier,Brooklyn,11207,,NULL,NULL,,,,1/3/16,1/3/17
45492,KIAMIASHA ,M,1/1/04 0:00,Unknown,Brooklyn,11221,303,387,BK35,36,8,25,1/3/16,12/31/16
45493,KALEY,F,8/1/15 0:00,Doberman Pinscher,Queens,11106,401,47,QN70,26,12,12,1/3/16,1/3/17
45494,D. ,F,4/1/05 0:00,Australian Cattle Dog,Manhattan,10026,110,220,MN11,9,13,30,1/3/16,1/3/21
45495,CUPCAKE,F,9/1/14 0:00,Unknown,Manhattan,10019,104,139,MN15,3,10,27,1/3/16,2/23/17
45496,RUBY,F,11/1/12 0:00,Shih Tzu,Manhattan,10016,106,88,MN19,4,12,28,1/3/16,2/9/17
45497,ROMEO,M,6/1/10 0:00,Cavalier King Charles Spaniel,Manhattan,10021,108,126,MN31,5,12,28,1/3/16,2/7/17
45498,RONNY,M,8/1/07 0:00,Pit Bull Mix,Brooklyn,11207,304,409,BK77,37,7,18,1/3/16,1/3/17
45499,RUBY,F,6/1/15 0:00,Maltese Crossbreed,Queens,11358,411,1181,QN48,19,6,11,1/3/16,1/3/17
45500,MUGSY,F,7/1/12 0:00,Shih Tzu,Staten Island,10305,501,6,SI37,49,11,23,1/3/16,2/9/17
45501,MYRTLE,F,11/1/13 0:00,Yorkshire Terrier,Manhattan,10022,106,100,MN19,4,12,28,1/3/16,2/18/17
45502,WILMA,F,10/1/12 0:00,"Bull Dog, French",Manhattan,10014,,NULL,NULL,,,,1/3/16,2/10/17
45503,XINA ,F,11/1/09 0:00,Yorkshire Terrier,Brooklyn,11239,305,105801,BK93,42,8,19,1/3/16,2/23/17
45504,ZIGGY,M,7/1/09 0:00,Labradoodle,Manhattan,10025,107,189,MN12,7,13,30,1/3/16,1/3/19
45505,NATE,M,3/1/06 0:00,Chihuahua,Brooklyn,11238,308,305,BK61,35,9,25,1/3/16,12/24/16
45506,LAWLY,F,10/1/09 0:00,Labrador Retriever,Brooklyn,11230,314,544,BK43,48,9,17,1/3/16,2/18/21
45507,LASLOW,M,10/1/08 0:00,Shih Tzu Crossbreed,Manhattan,10026,110,220,MN11,9,13,30,1/3/16,1/3/17
45508,LALA ,F,2/1/09 0:00,Yorkshire Terrier,Bronx,10462,211,22404,BX49,13,14,34,1/3/16,1/3/17
45509,LENNOKS,M,7/1/11 0:00,Unknown,Brooklyn,11235,315,620,BK17,48,8,22,1/3/16,1/23/17
45510,LADY,F,3/1/06 0:00,Dachshund Smooth Coat,Staten Island,10308,503,13203,SI54,51,11,24,1/3/16,11/18/17
45511,DOLLY,F,9/1/14 0:00,Maltese,Manhattan,10019,104,133,MN15,3,10,27,1/3/16,11/20/17
45512,BOY,M,9/1/12 0:00,Chihuahua Crossbreed,Manhattan,10038,101,1502,MN25,1,10,26,1/3/16,1/3/17
45513,BROWNIE ,M,10/1/07 0:00,Yorkshire Terrier,Staten Island,10314,502,27702,SI24,51,11,24,1/3/16,2/6/17
45514,BROWNIE,M,4/1/10 0:00,Yorkshire Terrier,Queens,11356,407,939,QN23,19,14,11,1/3/16,2/27/17
45515,BROWNIE,F,8/1/07 0:00,Unknown,Manhattan,10040,112,283,MN35,10,13,31,1/3/16,2/18/17
45516,DAVY ,M,12/1/13 0:00,Pit Bull Mix,Manhattan,10010,105,56,MN13,2,12,28,1/3/16,1/10/17
45517,DEE ,M,2/1/08 0:00,Chihuahua,Bronx,10462,211,230,BX37,15,14,33,1/3/16,2/8/21
45518,BUDDHA,M,7/1/08 0:00,Pit Bull,Manhattan,10026,110,190,MN11,9,13,30,1/3/16,5/4/18
45519,IZZY,F,12/1/09 0:00,German Shepherd Crossbreed,Brooklyn,11201,302,13,BK38,33,7,25,1/3/16,1/19/17
45520,MELA,F,1/1/14 0:00,Pit Bull Mix,Queens,11101,402,7,QN31,26,12,12,1/3/16,1/3/18
45521,MAYLIN ,F,8/1/08 0:00,Unknown,Bronx,10473,209,74,BX09,18,15,32,1/3/16,2/7/17
45522,MAXINE,F,11/1/11 0:00,Scottish Terrier,Brooklyn,11222,301,565,BK76,33,12,26,1/3/16,2/4/17
45523,ICE,M,11/1/15 0:00,American Staffordshire Terrier ,Brooklyn,11236,318,1012,BK50,46,8,19,1/3/16,1/3/17
45524,ICON,M,10/1/15 0:00,Yorkshire Terrier,Brooklyn,11225,309,79802,BK60,40,9,21,1/3/16,1/3/17
45525,ISABEL ,F,1/1/02 0:00,Unknown,Manhattan,10028,108,138,MN32,5,12,28,1/3/16,1/30/17
45526,INDIGO,M,3/1/08 0:00,German Shepherd Dog,Brooklyn,11207,305,1198,BK82,37,7,18,1/3/16,11/25/16
45527,INDIANA,M,12/1/03 0:00,Labrador Retriever,Manhattan,10013,102,37,MN24,3,10,27,1/3/16,2/13/17
45528,CHESTER,M,1/1/12 0:00,Collie Crossbreed,Brooklyn,11215,306,133,BK37,39,7,25,1/3/16,2/9/17
45529,HONORIA,F,1/1/06 0:00,Yorkshire Terrier,Manhattan,10023,107,157,MN14,6,10,27,1/3/16,12/30/20
45530,CHIKI,F,11/1/10 0:00,Yorkshire Terrier,Bronx,10455,201,67,BX34,17,15,32,1/3/16,2/16/16
45531,CHARLIE,M,8/1/10 0:00,Shih Tzu,Bronx,10467,212,396,BX44,12,16,36,1/3/16,11/26/16
45532,CHATTY,F,1/1/11 0:00,Chihuahua,Brooklyn,11231,306,47,BK33,39,7,26,1/3/16,5/11/21
45533,CHARLEE ,F,6/1/14 0:00,Boxer,Manhattan,10006,101,13,MN25,1,10,26,1/3/16,1/3/17
45534,CHANCE,M,3/1/05 0:00,Chihuahua,Manhattan,10023,107,159,MN14,6,10,29,1/3/16,1/15/17
45535,CHAMP ,M,1/1/03 0:00,Golden Retriever,Queens,11361,411,1097,QN46,19,6,11,1/3/16,1/30/17
45536,SANDYPOOPOO,F,12/1/12 0:00,Unknown,Brooklyn,11212,316,912,BK81,41,9,20,1/3/16,2/20/17
45537,SASHA ,F,1/1/03 0:00,Siberian Husky,Brooklyn,11221,303,387,BK35,36,8,25,1/3/16,1/30/17
45538,SAVANNAH ,F,12/1/13 0:00,Yorkshire Terrier,Bronx,10473,209,4,BX09,18,15,34,1/3/16,1/3/17
45539,SHADOW,M,1/1/09 0:00,Unknown,Queens,11427,413,492,QN06,23,5,14,1/3/16,11/10/16
45540,SHADOW,F,11/1/15 0:00,Unknown,Manhattan,10016,106,80,MN20,4,12,28,1/3/16,1/3/17
45541,SEBASTIAN,M,5/1/06 0:00,"Schnauzer, Miniature",Manhattan,10031,109,23501,MN04,9,13,30,1/3/16,11/13/16
45542,SIENA ,F,3/1/15 0:00,Lagotto Romagnolo,Manhattan,10016,105,74,MN17,2,12,28,1/3/16,1/3/21
45543,SHYLA,F,7/1/15 0:00,Labrador Retriever,Brooklyn,11231,306,75,BK33,33,7,26,1/3/16,1/3/17
45544,JERRY,M,5/1/12 0:00,Pit Bull,Brooklyn,11222,301,591,BK76,33,12,26,1/3/16,1/14/17
45545,JASMINE,F,8/1/15 0:00,Havanese,Bronx,10460,209,21601,BX08,18,15,32,1/3/16,1/3/17
45546,COCO,F,10/1/15 0:00,Bichon Frise,Queens,11436,,NULL,NULL,,,,1/3/16,1/3/17
45547,CLOUD,M,2/1/10 0:00,"Poodle, Miniature",Bronx,10468,208,273,BX28,14,13,33,1/3/16,2/17/17
45548,CLEMENS,M,12/1/11 0:00,Boston Terrier,Queens,11109,402,1,QN31,26,12,12,1/3/16,2/12/17
45549,CHLOE,F,10/1/15 0:00,Maltipoo,Queens,11412,,NULL,NULL,,,,1/3/16,1/3/17
45550,CHLOE ,F,1/1/06 0:00,Bichon Frise,Manhattan,10028,108,15001,MN40,4,12,28,1/3/16,11/29/17
45551,CHLOE,F,9/1/11 0:00,Beagle Crossbreed,Brooklyn,11215,307,171,BK40,39,9,21,1/3/16,2/11/18
45552,MILLIE ,F,10/1/14 0:00,Wheaton Terrier,Manhattan,10019,104,127,MN15,3,10,27,1/3/16,1/28/19
45553,JULES ,F,3/1/14 0:00,Yorkshire Terrier,Brooklyn,11209,310,136,BK31,43,11,22,1/3/16,1/8/17
45554,MO,F,10/1/15 0:00,Cocker Spaniel,Manhattan,10011,104,89,MN13,3,10,27,1/3/16,1/3/17
45555,MILO,M,10/1/13 0:00,Golden Retriever,Manhattan,10023,107,163,MN12,6,10,29,1/3/16,2/16/17
45556,PIXEL,F,7/1/13 0:00,Maltipoo,Manhattan,10014,102,79,MN23,3,10,27,1/3/16,1/3/18
45557,POPPY,M,5/1/14 0:00,Cairn Terrier,Bronx,10456,204,17702,BX14,16,15,33,1/3/16,1/3/17
45558,PUFFER ,M,9/1/06 0:00,Boxer,Staten Island,10309,503,20803,SI32,51,11,24,1/3/16,1/31/17
45559,TEDDY ,M,10/1/14 0:00,Border Collie,Manhattan,10005,101,7,MN25,1,10,26,1/3/16,1/15/21
45560,PRESTON,M,1/1/12 0:00,Yorkshire Terrier,Manhattan,10011,104,81,MN13,3,12,27,1/3/16,2/9/17
45561,PRESLEY,M,6/1/11 0:00,Chihuahua,Bronx,10472,209,54,BX08,18,15,32,1/3/16,1/19/17
45562,TIGGER,M,3/1/05 0:00,West High White Terrier,Staten Island,10302,501,201,SI07,49,11,23,1/3/16,1/3/17
45563,TINSEL,F,11/1/03 0:00,Dachshund,Bronx,10464,210,516,BX10,13,14,34,1/3/16,1/3/18
45564,TOBY,M,12/1/09 0:00,Chihuahua,Manhattan,10028,108,136,MN32,5,12,28,1/3/16,2/6/17
45565,TOBE,M,1/1/11 0:00,Yorkshire Terrier,Queens,7013,,NULL,NULL,,,,1/3/16,10/27/16
45566,TITUS,M,8/1/11 0:00,"Bull Dog, English",Manhattan,10011,105,54,MN13,3,12,27,1/3/16,1/5/17
45567,LUKE,M,11/1/13 0:00,Labrador Retriever Crossbreed,Brooklyn,11221,304,423,BK78,34,7,18,1/3/16,1/3/17
45568,LUNA,F,9/1/11 0:00,Unknown,Manhattan,10025,107,181,MN12,6,10,30,1/3/16,2/6/17
45569,EMMIE,F,7/1/11 0:00,Irish Setter,Manhattan,10010,106,60,MN50,4,12,27,1/3/16,2/20/17
45570,LUCKY,M,4/1/11 0:00,Dachshund,Bronx,10464,210,516,BX10,13,14,34,1/3/16,1/3/18
45571,ELMER,M,10/1/10 0:00,Irish Terrier,Manhattan,10024,107,167,MN12,6,10,29,1/3/16,12/12/16
45572,ELLIE,F,1/1/07 0:00,"Jindo Dog, Korea",Queens,11109,402,1,QN31,26,12,12,1/3/16,2/20/17
45573,ELLA ,F,1/1/04 0:00,Unknown,Brooklyn,11217,302,33,BK68,35,8,25,1/3/16,11/29/16
45574,DUCHESS,F,9/1/11 0:00,Poodle,Brooklyn,11223,311,400,BK29,47,11,22,1/3/16,1/3/17
45575,DUKE,F,3/1/08 0:00,Cocker Spaniel,Manhattan,10009,106,44,MN50,4,12,27,1/3/16,2/23/17
45576,DUTCHESS,F,9/1/10 0:00,Cavalier King Charles Spaniel,Manhattan,10021,108,126,MN31,5,12,28,1/3/16,2/7/17
45577,BEN,M,2/1/14 0:00,Pekingese,Manhattan,10029,,NULL,NULL,,,,1/3/16,1/3/19
45578,DOODLE,M,2/1/08 0:00,Morkie,Bronx,10461,210,264,BX52,13,14,34,1/3/16,1/3/17
45579,BOA ,M,9/1/08 0:00,Yorkshire Terrier,Brooklyn,11208,305,1164,BK82,42,8,19,1/3/16,2/9/17
45580,HARRI,M,9/1/14 0:00,Miniature Schnauzer,Bronx,10455,201,67,BX34,17,15,32,1/3/16,11/22/16
45581,HAILEY,F,2/1/10 0:00,Beagle,Brooklyn,11209,310,136,BK31,43,11,22,1/3/16,2/16/17
45582,BENTLY,M,8/1/11 0:00,Poodle,Bronx,10468,208,273,BX28,14,13,33,1/3/16,1/3/17
45583,BISKET,M,8/1/04 0:00,Shiba Inu,Queens,11109,402,1,QN31,26,12,12,1/3/16,11/12/16
45584,BLAKE,M,7/1/07 0:00,Beagle,Brooklyn,11231,306,77,BK33,39,7,25,1/3/16,2/10/17
45585,BLUE,F,11/1/15 0:00,Pit Bull,Brooklyn,11236,318,1012,BK50,46,8,19,1/3/16,1/3/17
45586,MALIFICENT,F,8/1/15 0:00,Great Dane,Queens,11426,413,1617,QN43,23,3,11,1/3/16,1/3/17
45587,MAGGIE,F,12/1/06 0:00,Unknown,Manhattan,10028,108,138,MN32,5,12,28,1/3/16,1/3/17
45588,MAESTRO,M,11/1/12 0:00,Wheaton Terrier,Queens,11418,409,130,QN54,32,6,15,1/3/16,11/15/18
45589,HEIDI,F,4/1/08 0:00,Unknown,Queens,11365,408,1341,QN41,24,6,11,1/3/16,2/16/17
45590,TYSON,F,8/1/12 0:00,German Shepherd Crossbreed,Queens,11426,,NULL,NULL,,,,1/3/16,11/29/16
45591,TREVOR,M,9/1/15 0:00,Goldendoodle,Manhattan,10023,107,159,MN14,6,10,29,1/3/16,1/3/17
45592,TRESTLE,M,12/1/10 0:00,Brussels Griffon,Brooklyn,11236,318,962,BK50,46,8,19,1/3/16,1/3/17
45593,REMY,M,12/1/13 0:00,Border Terrier,Queens,11102,401,125,QN72,22,14,12,1/3/16,2/6/17
45594,RILEY,F,3/1/08 0:00,Labrador Retriever,Brooklyn,11211,301,525,BK73,33,7,18,1/4/16,2/9/17
45595,RILEY,F,9/1/12 0:00,Labrador Retriever,Brooklyn,11217,306,12901,BK37,39,9,25,1/4/16,1/4/17
45596,TRIXIE,F,1/1/12 0:00,Beagle,Manhattan,10038,101,1501,MN25,1,10,26,1/4/16,2/21/17
45597,ROCCO,M,5/1/14 0:00,Doberman Pinscher,Staten Island,10306,502,11401,SI36,50,11,24,1/4/16,1/2/17
45598,TOPANGA,F,4/1/12 0:00,"Bull Dog, English",Brooklyn,11211,301,501,BK90,34,12,18,1/4/16,2/11/17
45599,UNKNOWN,F,10/1/15 0:00,Shih Tzu,Brooklyn,11212,316,900,BK81,41,9,20,1/4/16,1/4/17
45600,TUCKER,M,7/1/12 0:00,Labrador Retriever,Brooklyn,11234,318,706,BK45,46,8,19,1/4/16,2/15/17
45601,TUG,M,6/1/11 0:00,"Bull Dog, English",Manhattan,10028,108,138,MN32,5,12,28,1/4/16,2/16/17
45602,TYLER,M,10/1/06 0:00,American Eskimo dog,Manhattan,10021,108,126,MN31,5,12,28,1/4/16,1/4/18
45603,HARRY ,M,1/1/10 0:00,Yorkshire Terrier,Manhattan,10032,112,253,MN36,10,13,31,1/4/16,1/4/17
45604,MADISON ,F,3/1/12 0:00,Maltese,Brooklyn,11218,312,488,BK41,39,10,17,1/4/16,2/22/17
45605,MAX,M,1/1/03 0:00,Unknown,Brooklyn,11204,311,428,BK29,44,10,17,1/4/16,1/30/17
45606,MASON,M,11/1/13 0:00,Chihuahua,Brooklyn,11225,309,325,BK63,35,9,20,1/4/16,2/11/17
45607,MAGGIE,F,7/1/12 0:00,Unknown,Queens,11385,406,639,QN19,30,6,15,1/4/16,2/18/17
45608,BJ-BOBBIE ,M,8/1/05 0:00,Bichon Frise,Queens,11372,403,279,QN28,25,14,13,1/4/16,1/4/19
45609,BISCUIT,M,10/1/09 0:00,"Poodle, Standard",Queens,11357,407,945,QN49,19,14,11,1/4/16,2/5/17
45610,BISCUIT,M,10/1/12 0:00,Yorkshire Terrier,Brooklyn,11234,318,722,BK58,46,8,21,1/4/16,1/7/17
45611,BERNIE,F,9/1/13 0:00,Boston Terrier,Brooklyn,11222,301,575,BK76,33,12,18,1/4/16,12/3/16
45612,HARPER,F,1/1/03 0:00,Jack Russell Terrier,Brooklyn,11231,306,65,BK33,39,7,25,1/4/16,1/27/17
45613,BLUE ,M,11/1/12 0:00,Siberian Husky,Queens,11375,406,741,QN17,29,6,15,1/4/16,2/17/17
45614,BAZINGA,M,8/1/12 0:00,Yorkshire Terrier,Bronx,10462,210,20601,BX59,18,14,34,1/4/16,10/8/16
45615,BEAU,M,1/1/05 0:00,Golden Retriever,Staten Island,10310,501,59,SI35,49,11,24,1/4/16,11/12/16
45616,BELLA,F,8/1/12 0:00,Yorkshire Terrier,Bronx,10462,210,20601,BX59,18,14,34,1/4/16,10/8/16
45617,BENI,M,9/1/07 0:00,Labrador Retriever Crossbreed,Brooklyn,11225,309,323,BK63,35,9,20,1/4/16,1/21/18
45618,BEN,M,11/1/13 0:00,Golden Retriever,Manhattan,10004,105,54,MN13,3,12,27,1/4/16,2/17/17
45619,DUKE,M,11/1/11 0:00,Flat-Coated Retriever,Queens,11370,403,327,QN28,25,14,13,1/4/16,1/4/17
45620,DREXEL,M,6/1/12 0:00,Unknown,Manhattan,10009,103,28,MN28,2,12,27,1/4/16,2/18/17
45621,DUCK ,M,1/1/09 0:00,Beagle Crossbreed,Manhattan,10014,102,77,MN23,3,10,27,1/4/16,2/3/18
45622,EBONY,F,4/1/08 0:00,Collie Crossbreed,Manhattan,10025,107,183,MN12,6,10,31,1/4/16,1/4/17
45623,ERIN,F,10/1/15 0:00,Chihuahua Crossbreed,Queens,11357,407,991,QN49,19,3,11,1/4/16,1/4/17
45624,ENZO,M,11/1/09 0:00,Samoyed,Brooklyn,11216,303,251,BK75,36,8,25,1/4/16,2/4/17
45625,ELSIE,F,1/1/09 0:00,German Shepherd Crossbreed,Brooklyn,11218,307,50202,BK40,39,9,21,1/4/16,2/22/18
45626,LULU,F,7/1/06 0:00,Italian Greyhound,Brooklyn,11225,309,323,BK63,35,9,20,1/4/16,1/21/18
45627,LULU,F,1/1/11 0:00,Yorkshire Terrier,Queens,11105,401,101,QN72,22,14,12,1/4/16,1/21/18
45628,LUNA ,F,10/1/14 0:00,Siberian Husky,Bronx,10462,209,222,BX46,18,14,34,1/4/16,1/14/21
45629,LUCY,F,7/1/00 0:00,Cairn Terrier,Manhattan,10024,107,175,MN12,6,10,31,1/4/16,1/4/17
45630,LUCY,F,11/1/11 0:00,Unknown,Manhattan,10128,108,154,MN32,5,12,29,1/4/16,2/5/17
45631,TOBY,M,5/1/07 0:00,Havanese,Manhattan,10022,106,8603,MN19,4,12,28,1/4/16,6/8/18
45632,TIKI,F,11/1/11 0:00,Unknown,Queens,11358,411,1459,QN48,19,6,11,1/4/16,8/8/16
45633,THEODORE ,M,9/1/15 0:00,Labradoodle,Brooklyn,11215,307,169,BK40,39,9,21,1/4/16,1/4/17
45634,TIBPI,F,8/1/13 0:00,Unknown,Bronx,10466,212,404,BX44,12,16,36,1/4/16,10/31/16
45635,PRETO,M,7/1/15 0:00,Labrador Retriever Crossbreed,Manhattan,10026,110,220,MN11,9,13,30,1/4/16,1/4/17
45636,PRUDENCE,F,5/1/12 0:00,Labradoodle,Bronx,10463,208,335,BX22,11,16,34,1/4/16,2/6/17
45637,PIPER,F,10/1/11 0:00,Maltese,Brooklyn,11234,318,69601,BK45,46,8,19,1/4/16,1/6/17
45638,MACK,M,2/1/12 0:00,Pug,Brooklyn,11217,302,39,BK38,33,8,25,1/4/16,2/19/17
45639,MILO ,M,10/1/15 0:00,Shih Tzu,Bronx,10468,207,265,BX30,14,13,33,1/4/16,1/4/17
45640,MO,M,6/1/00 0:00,German Shepherd Dog,Manhattan,10025,107,189,MN12,7,13,30,1/4/16,1/4/17
45641,MISTER ,M,7/1/09 0:00,Yorkshire Terrier,Bronx,10463,208,279,BX28,11,13,34,1/4/16,1/26/17
