RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,CommunityDistrict,CensusTract2010,NTA,CityCouncilDistrict,CongressionalDistrict,StateSenatorialDistrict,LicenseIssuedDate,LicenseExpiredDate
50604,SUGAR,F,1/1/13 0:00,Pit Bull,Queens,11419,409,150,QN54,28,5,10,2/2/16,2/2/17
50605,STEVIE,F,7/1/12 0:00,Maltese,Manhattan,10021,108,120,MN40,4,12,28,2/2/16,11/16/16
50606,TANK,M,1/1/09 0:00,Unknown,Staten Island,10306,502,11202,SI45,50,11,24,2/2/16,4/2/17
50607,TANK,M,8/1/14 0:00,Pomeranian,Bronx,10470,212,45101,BX62,11,16,34,2/2/16,2/2/17
50608,LUCAS,M,9/1/11 0:00,Cocker Spaniel,Queens,11369,403,347,QN28,22,14,13,2/2/16,3/19/17
50609,PEDRO,M,11/1/15 0:00,Chihuahua,Manhattan,10011,104,87,MN13,3,12,27,2/2/16,2/2/17
50610,PEGGY ,F,11/1/15 0:00,Pembroke Welsh Corgi,Manhattan,10032,112,245,MN36,7,13,31,2/2/16,2/2/17
50611,PENNY,F,12/1/11 0:00,Unknown,Manhattan,10009,103,34,MN22,2,12,27,2/2/16,3/30/17
50612,PENNY,F,12/1/10 0:00,Labrador Retriever,Staten Island,10306,502,11202,SI45,50,11,24,2/2/16,1/15/17
50613,PEASIE,F,9/1/14 0:00,Labrador Retriever Crossbreed,Brooklyn,11204,311,252,BK28,38,10,17,2/2/16,2/26/17
50614,PEBBLES ,F,9/1/03 0:00,Chihuahua,Queens,11693,414,94203,QN12,32,5,15,2/2/16,3/30/17
50615,PICKLE,M,1/1/07 0:00,Kerry Blue Terrier,Manhattan,10022,106,108,MN19,4,12,28,2/2/16,3/17/17
50616,SPOT,M,5/1/05 0:00,Pit Bull Mix,Queens,11418,409,12601,QN54,32,5,10,2/2/16,3/3/17
50617,STANFORD,M,1/1/15 0:00,French Bulldog,Manhattan,10011,104,99,MN13,3,10,27,2/2/16,3/19/17
50618,STAR ,F,1/1/03 0:00,Unknown,Staten Island,10310,501,105,SI35,49,11,23,2/2/16,2/28/17
50619,STAR,M,7/1/07 0:00,"Collie, Border",Brooklyn,11228,311,186,BK28,43,10,22,2/2/16,3/11/17
50620,PEPPER ,F,6/1/02 0:00,Unknown,Queens,11360,407,99704,QN47,19,3,11,2/2/16,2/28/17
50621,PEPPER,F,3/1/05 0:00,"Poodle, Toy",Bronx,10463,208,309,BX22,11,16,34,2/2/16,2/20/17
50622,PEPE,M,4/1/09 0:00,Bichon Frise,Manhattan,10009,106,44,MN50,4,12,27,2/2/16,3/14/17
50623,PEPE,M,1/1/07 0:00,"Bull Dog, French",Brooklyn,11216,303,261,BK75,36,8,25,2/2/16,8/17/16
50624,PEPE ,M,1/1/07 0:00,Chihuahua,Manhattan,10012,102,47,MN24,3,10,26,2/2/16,2/3/17
50625,APPLEMARTINI ,F,7/1/15 0:00,Chihuahua,Queens,11417,410,4002,QN56,32,8,15,2/2/16,2/2/17
50626,ANGUS ,M,1/1/05 0:00,Puggle,QUEENS,11385,405,63302,QN19,30,6,15,2/2/16,2/28/17
50627,ANNIE,F,3/1/07 0:00,Chihuahua,Queens,11378,405,513,QN30,30,6,15,2/2/16,3/12/17
50628,ALESANA,F,11/1/10 0:00,Unknown,Manhattan,10019,104,135,MN15,6,10,31,2/2/16,12/26/16
50629,ABBY,F,5/1/10 0:00,Unknown,Queens,11385,405,557,QN20,34,7,12,2/2/16,1/3/17
50630,ACE,M,8/1/12 0:00,Labrador Retriever Crossbreed,Queens,11693,414,94203,QN12,32,5,15,2/2/16,1/29/17
50631,ALFIE,M,10/1/11 0:00,Unknown,Brooklyn,11216,303,227,BK69,36,8,25,2/2/16,3/21/17
50632,ALI ,M,11/1/04 0:00,Unknown,MANHATTAN,10025,107,189,MN12,7,13,30,2/2/16,2/28/17
50633,ALICE ,F,3/1/09 0:00,Chihuahua Crossbreed,Brooklyn,11216,308,221,BK61,35,9,25,2/2/16,2/2/21
50634,LOLA,F,12/1/14 0:00,"Bull Dog, English",Manhattan,10069,107,159,MN14,6,10,27,2/2/16,3/31/17
50635,LOLA,F,11/1/08 0:00,"Schnauzer, Miniature",Manhattan,10010,105,56,MN13,2,12,28,2/2/16,2/18/17
50636,LORENZO,M,10/1/14 0:00,Unknown,Manhattan,10025,109,199,MN09,7,10,30,2/2/16,3/5/19
50637,LUCA ,M,1/1/06 0:00,Labrador Retriever,Staten Island,10314,502,29104,SI05,50,11,24,2/2/16,3/30/17
50638,LOLO,M,7/1/13 0:00,Unknown,Bronx,10473,209,4,BX09,18,15,34,2/2/16,3/16/17
50639,LILY,F,2/1/05 0:00,Yorkshire Terrier,Bronx,10466,212,408,BX44,12,16,36,2/2/16,2/2/17
50640,FROSTY,M,11/1/09 0:00,Dachshund Smooth Coat,Brooklyn,11214,313,314,BK26,43,11,22,2/2/16,3/16/17
50641,FUJI,F,12/1/11 0:00,Basenji,Manhattan,10014,102,37,MN24,3,10,27,2/2/16,4/2/18
50642,WILLOW,F,12/1/15 0:00,Pomeranian,Manhattan,10001,104,99,MN13,3,10,27,2/2/16,2/2/17
50643,WALKER,M,8/1/13 0:00,Beagle Crossbreed,Manhattan,10025,107,183,MN12,6,10,31,2/2/16,2/11/17
50644,ROXANNE,F,9/1/14 0:00,American Bully,Staten Island,10304,501,40,SI08,49,11,23,2/2/16,2/2/17
50645,ROSIE,F,7/1/08 0:00,"Poodle, Toy",Queens,11378,405,513,QN30,30,6,15,2/2/16,3/8/17
50646,RUBY ,F,1/1/05 0:00,Shiba Inu,Brooklyn,11211,301,481,BK90,34,12,18,2/2/16,2/28/17
50647,ROMEO ,M,11/1/11 0:00,Unknown,Bronx,10460,203,157,BX75,17,15,32,2/2/16,3/5/17
50648,ROMEO ,M,1/1/03 0:00,Shih Tzu,Manhattan,10016,106,72,MN20,2,12,28,2/2/16,3/30/17
50649,ROSIE ,F,1/1/04 0:00,Golden Retriever,Staten Island,10314,502,27706,SI24,51,11,24,2/2/16,3/30/17
50650,RONNY,M,8/1/07 0:00,Pit Bull Mix,Brooklyn,11226,314,514,BK42,40,9,21,2/2/16,2/2/17
50651,UNKNOWN,M,10/1/15 0:00,French Bulldog,Manhattan,10016,106,72,MN20,2,12,28,2/2/16,2/2/17
50652,UNKNOWN,M,11/1/15 0:00,French Bulldog,Manhattan,10002,,NULL,NULL,,,,2/2/16,2/2/17
50653,UNKNOWN,M,11/1/15 0:00,Boston Terrier,Brooklyn,11206,304,389,BK78,34,7,18,2/2/16,2/2/17
50654,UNKNOWN,M,11/1/15 0:00,Australian Shepherd,Manhattan,10069,107,155,MN14,6,10,27,2/2/16,2/2/17
50655,UNKNOWN,M,7/1/14 0:00,Cocker Spaniel,Brooklyn,11210,314,746,BK58,45,9,19,2/2/16,2/10/17
50656,MR. ,M,1/1/04 0:00,Shih Tzu,Staten Island,10308,503,14605,SI54,51,11,24,2/2/16,3/30/17
50657,MUFFIN,F,1/1/08 0:00,Unknown,QUEENS,11379,405,679,QN21,29,6,16,2/2/16,2/5/17
50658,MURPHY,M,2/1/05 0:00,Golden Retriever,Staten Island,10306,502,11202,SI45,50,11,24,2/2/16,3/14/17
50659,ROCKY,M,5/1/11 0:00,German Shepherd Dog,Queens,11378,405,497,QN30,30,6,15,2/2/16,3/6/17
50660,ROCKY ,M,1/1/04 0:00,Labrador Retriever Crossbreed,Brooklyn,11230,314,538,BK43,48,9,17,2/2/16,3/1/17
50661,NACHO,F,4/1/07 0:00,"Bull Dog, French",Brooklyn,11216,303,261,BK75,36,8,25,2/2/16,5/8/16
50662,N/A,M,11/1/15 0:00,Shih Tzu,Staten Island,10314,502,27702,SI24,51,11,24,2/2/16,2/2/17
50663,KELANI,F,1/1/12 0:00,Unknown,Brooklyn,11230,314,766,BK42,45,9,21,2/2/16,3/13/17
50664,KIKI,F,5/1/05 0:00,Unknown,Queens,11694,414,928,QN10,32,5,15,2/2/16,2/28/17
50665,KEN,M,10/1/07 0:00,Beagle,Staten Island,10301,501,11,SI22,49,11,23,2/2/16,2/6/17
50666,KEPLER,M,7/1/14 0:00,Basenji,Manhattan,10014,102,37,MN24,3,10,27,2/2/16,2/17/18
50667,KOBE,M,6/1/06 0:00,Unknown,Bronx,10466,212,460,BX03,12,16,36,2/2/16,11/19/16
50668,KNOPA,F,9/1/14 0:00,Havanese,Brooklyn,11220,310,22,BK32,38,10,23,2/2/16,12/2/20
50669,KAIA,F,12/1/08 0:00,Pit Bull Mix,Staten Island,10312,503,17011,SI01,51,11,24,2/2/16,4/1/17
50670,DAISY,F,1/1/13 0:00,Cardigan Welsh Corgi,Manhattan,10024,107,173,MN12,6,10,30,2/2/16,2/2/17
50671,CY,M,11/1/14 0:00,Labrador Retriever Crossbreed,Brooklyn,11213,303,271,BK61,36,8,25,2/2/16,1/11/17
50672,CRACKER ,M,1/1/07 0:00,Unknown,Manhattan,10128,108,14402,MN32,5,12,28,2/2/16,3/17/17
50673,COSMO,M,4/1/10 0:00,Unknown,Manhattan,10029,111,16002,MN33,4,12,29,2/2/16,12/13/16
50674,COPPER,M,8/1/12 0:00,Dachshund,Brooklyn,11219,310,210,BK30,43,10,22,2/2/16,2/18/17
50675,BAILEY,F,2/1/14 0:00,Unknown,Staten Island,10306,502,12804,SI45,50,11,24,2/2/16,11/24/16
50676,BABY ,F,3/1/11 0:00,Pit Bull,Staten Island,10314,501,18701,SI07,50,11,24,2/2/16,12/12/16
50677,ARO,M,12/1/08 0:00,German Shepherd Dog,Brooklyn,11222,301,571,BK76,33,12,26,2/2/16,3/2/17
50678,AVA,F,6/1/14 0:00,Pit Bull,Manhattan,10035,111,206,MN03,9,13,30,2/2/16,3/18/17
50679,AUBURN,F,1/1/15 0:00,Beagle Crossbreed,Brooklyn,11236,318,994,BK50,46,8,19,2/2/16,2/2/17
50680,CODY,M,11/1/10 0:00,Labrador Retriever Crossbreed,Manhattan,10011,104,89,MN13,3,10,27,2/2/16,2/22/17
50681,CODY,M,11/1/10 0:00,"Poodle, Standard",Manhattan,10075,108,136,MN32,5,12,28,2/2/16,3/6/17
50682,CODY,M,10/1/06 0:00,Rottweiler,Queens,11356,407,945,QN49,19,14,11,2/2/16,3/30/17
50683,CODY,M,1/1/03 0:00,Maltese,Queens,11105,401,115,QN72,22,14,12,2/2/16,3/30/17
50684,CODY,M,6/1/08 0:00,Boxer,Queens,11367,407,80302,QN62,24,6,16,2/2/16,3/9/17
50685,COOPER ,M,1/1/00 0:00,Unknown,Manhattan,10021,108,128,MN40,4,12,28,2/2/16,2/28/17
50686,ZOE,F,7/1/10 0:00,Unknown,Manhattan,10011,104,93,MN13,3,10,27,2/2/16,2/8/17
50687,ZOE,F,6/1/11 0:00,"Schnauzer, Miniature",Manhattan,10003,106,48,MN21,2,12,28,2/2/16,3/3/17
50688,ZOEY,F,9/1/11 0:00,"Poodle, Toy",Manhattan,10022,106,108,MN19,5,12,28,2/2/16,3/18/17
50689,YINGA,F,6/1/14 0:00,"Poodle, Toy",Brooklyn,11211,301,519,BK73,33,12,18,2/2/16,2/2/17
50690,YUKI,M,1/1/15 0:00,Shih Tzu,Brooklyn,11208,305,117601,BK83,37,7,18,2/2/16,2/2/17
50691,YUNA,F,9/1/14 0:00,Pit Bull Mix,Manhattan,10128,108,154,MN32,5,12,29,2/2/16,3/19/17
50692,YUKA,F,5/1/15 0:00,Shih Tzu,Brooklyn,11208,305,117601,BK83,37,7,18,2/2/16,2/2/17
50693,ZACH ,M,1/1/01 0:00,Unknown,Manhattan,10021,108,126,MN31,5,12,28,2/2/16,3/30/17
50694,ZELIA,F,10/1/11 0:00,Terrier mix,Queens,11385,405,583,QN20,30,7,15,2/2/16,2/2/17
50695,NEMO ,M,1/1/04 0:00,Silky Terrier,Queens,11414,410,6202,QN57,32,8,15,2/2/16,3/31/17
50696,NANUQ,F,10/1/11 0:00,Jack Russell Terrier,Brooklyn,11216,303,275,BK35,36,8,25,2/2/16,2/24/17
50697,NAME NOT PROVIDED,M,9/1/14 0:00,Unknown,Brooklyn,11230,314,544,BK43,48,9,17,2/2/16,12/15/16
50698,NAME NOT PROVIDED,M,12/1/15 0:00,Silky Terrier,Brooklyn,11238,303,233,BK75,36,8,25,2/2/16,2/2/17
50699,NIKO,F,11/1/03 0:00,Shiba Inu,Queens,11372,403,279,QN28,25,14,13,2/2/16,2/2/17
50700,NICKY,M,9/1/05 0:00,Pit Bull Mix,Queens,11377,402,205,QN31,30,14,12,2/2/16,2/25/17
50701,NICO,F,1/1/10 0:00,"Bull Dog, French",Manhattan,10002,103,18,MN27,1,7,26,2/2/16,4/2/17
50702,WONKA,M,11/1/12 0:00,Beagle Crossbreed,Queens,11358,407,1207,QN52,20,6,11,2/2/16,3/9/17
50703,LAYLA,F,10/1/04 0:00,Yorkshire Terrier,Manhattan,10002,103,1002,MN28,2,7,26,2/2/16,2/8/17
50704,LAYLA,F,10/1/15 0:00,Labrador Retriever Crossbreed,Manhattan,10128,108,15601,MN32,5,12,29,2/2/16,2/2/17
50705,LEELOO,F,4/1/12 0:00,Labrador Retriever,Manhattan,10038,101,1502,MN25,1,10,26,2/2/16,2/2/17
50706,LEXY,F,1/1/06 0:00,Lhasa Apso,Brooklyn,11209,310,5202,BK31,43,11,22,2/2/16,3/18/17
50707,LEON,M,8/1/09 0:00,"Bull Dog, French",Brooklyn,11222,301,561,BK76,33,12,26,2/2/16,1/6/17
50708,LADY,F,1/1/05 0:00,Unknown,Bronx,10458,206,385,BX01,15,15,33,2/2/16,12/30/16
50709,DEREK ,M,12/1/11 0:00,Unknown,Manhattan,10016,106,78,MN20,4,12,28,2/2/16,4/4/17
50710,BRU,F,6/1/12 0:00,Vizsla,Queens,11377,402,18501,QN31,26,14,12,2/2/16,3/21/17
50711,BROWNIE,M,9/1/05 0:00,Unknown,Bronx,10461,210,184,BX52,13,14,34,2/2/16,3/31/17
50712,BROWNIE,M,11/1/15 0:00,Chihuahua,Bronx,10475,210,46201,BX13,12,16,36,2/2/16,2/2/17
50713,BRODY ,M,8/1/10 0:00,"Poodle, Miniature",Bronx,10457,203,167,BX01,16,15,33,2/2/16,9/1/17
50714,BORIS,M,6/1/15 0:00,Boston Terrier,Manhattan,10021,108,134,MN31,5,12,28,2/2/16,2/2/17
50715,BOONE,M,10/1/01 0:00,"Mastiff, Bull",Queens,11358,411,1181,QN48,19,6,11,2/2/16,12/22/16
50716,BRADY ,M,12/1/14 0:00,Shiba Inu,Manhattan,10003,102,61,MN23,2,12,27,2/2/16,2/10/17
50717,DARWIN,M,9/1/11 0:00,Chihuahua Crossbreed,Bronx,10463,208,295,BX29,11,16,34,2/2/16,2/2/18
50718,DASH,M,3/1/13 0:00,"Poodle, Miniature",Manhattan,10021,108,128,MN40,4,12,28,2/2/16,3/18/17
50719,DEAMON ,M,1/1/04 0:00,Siberian Husky,Brooklyn,11220,307,100,BK34,38,7,20,2/2/16,3/1/17
50720,DELILAH,F,5/1/14 0:00,Boston Terrier,Brooklyn,11213,308,339,BK61,35,9,25,2/2/16,2/2/17
50721,JAKE,M,1/1/07 0:00,Boxer,Brooklyn,11210,318,744,BK58,45,9,17,2/2/16,4/2/17
50722,JAKE ,M,11/1/04 0:00,German Shepherd Crossbreed,BRONX,10465,210,27401,BX10,13,14,34,2/2/16,12/30/16
50723,MAX,M,4/1/09 0:00,Shih Tzu,Brooklyn,11210,317,786,BK42,45,9,21,2/2/16,2/14/17
50724,MAX,M,6/1/08 0:00,Boxer,Brooklyn,11210,317,784,BK91,45,9,21,2/2/16,2/16/17
50725,JACK ,M,1/1/06 0:00,Yorkshire Terrier,Brooklyn,11236,318,998,BK50,46,8,19,2/2/16,1/29/17
50726,JABBA,F,9/1/07 0:00,Chihuahua,Manhattan,10023,107,149,MN14,6,10,27,2/2/16,2/2/17
50727,JACK,M,11/1/12 0:00,Unknown,Manhattan,10014,,NULL,NULL,,,,2/2/16,3/14/17
50728,JACKSON ,M,1/1/03 0:00,Silky Terrier,Manhattan,10001,101,31704,MN25,1,10,26,2/2/16,3/30/17
50729,JACKSON,M,4/1/12 0:00,Wire Fox Terrier,Brooklyn,11215,307,171,BK40,39,9,21,2/2/16,2/9/17
50730,JACKIE ,M,1/1/01 0:00,Unknown,Manhattan,10024,107,163,MN12,6,10,29,2/2/16,3/30/17
50731,MICKEY,M,1/1/09 0:00,Bichon Frise,Bronx,10462,211,248,BX49,13,14,34,2/2/16,12/29/16
50732,MICKEY,M,4/1/15 0:00,Poodle,Queens,11368,404,455,QN25,21,14,13,2/2/16,2/2/17
50733,MIA ,F,1/1/02 0:00,Unknown,Bronx,10467,207,423,BX43,11,13,36,2/2/16,3/30/17
50734,MAYBEL,F,4/1/10 0:00,Cavalier King Charles Spaniel,Manhattan,10024,107,177,MN12,6,10,30,2/2/16,3/1/17
50735,HUGO ,M,1/1/04 0:00,Unknown,Brooklyn,11215,306,151,BK37,39,9,21,2/2/16,2/28/17
50736,HUDSON,F,1/1/09 0:00,Unknown,Manhattan,10025,107,187,MN12,6,10,31,2/2/16,3/22/17
50737,HUBERT ,M,6/1/08 0:00,"Bull Dog, English",Manhattan,10011,102,71,MN23,3,10,27,2/2/16,2/23/18
50738,HOUDINI,M,11/1/13 0:00,Chihuahua,Bronx,10461,211,296,BX49,13,14,34,2/2/16,3/17/17
50739,CHARLIE,M,1/1/04 0:00,Yorkshire Terrier,Queens,11385,405,625,QN19,30,6,15,2/2/16,2/28/17
50740,CHARLIE ,M,1/1/04 0:00,Maltese,Queens,11364,411,129104,QN42,23,6,11,2/2/16,3/30/17
50741,CHARLIE ,F,1/1/05 0:00,Maltese,Manhattan,10021,108,134,MN31,5,12,28,2/2/16,2/28/18
50742,CENA ,M,8/1/06 0:00,Shih Tzu,Brooklyn,11235,315,59402,BK17,48,9,19,2/2/16,5/30/17
50743,CHARLIE,M,8/1/07 0:00,Chihuahua,Bronx,10462,209,21001,BX46,18,14,32,2/2/16,1/28/17
50744,CHARLIE,M,12/1/12 0:00,Cavalier King Charles Spaniel,Manhattan,10069,107,159,MN14,6,10,27,2/2/16,4/4/17
50745,SAMUEL,M,8/1/04 0:00,Yorkshire Terrier,Bronx,10463,208,279,BX28,11,13,34,2/2/16,12/18/16
50746,SANFORD,M,2/1/01 0:00,Shiba Inu,Queens,11372,403,279,QN28,25,14,13,2/2/16,2/2/17
50747,SAPPHIRE,F,1/1/12 0:00,American Staffordshire Terrier ,Queens,11377,401,163,QN70,26,14,13,2/2/16,2/2/17
50748,SAMMY,M,9/1/13 0:00,Havanese,Manhattan,10025,107,191,MN12,7,10,30,2/2/16,2/11/17
50749,SAM,M,9/1/10 0:00,Shih Tzu,Brooklyn,11215,306,165,BK37,39,9,21,2/2/16,3/31/17
50750,SAMANTHA ,F,11/1/15 0:00,Australian Shepherd,Manhattan,10014,102,79,MN23,3,10,27,2/2/16,2/2/17
50751,SARAH ,F,4/1/15 0:00,Pit Bull Mix,Manhattan,10128,108,154,MN32,5,12,29,2/2/16,2/2/17
50752,SALVATORE ,M,1/1/15 0:00,Pit Bull Mix,Manhattan,10038,103,25,MN27,1,7,26,2/2/16,2/2/17
50753,SAILOR,M,5/1/08 0:00,German Shepherd Dog,Manhattan,10128,108,14402,MN32,5,12,28,2/2/16,1/24/17
50754,SADIE,F,7/1/06 0:00,Havanese,Manhattan,10025,107,191,MN12,7,10,30,2/2/16,2/11/17
50755,RUFUS,M,11/1/09 0:00,Labradoodle,Manhattan,10001,104,91,MN13,3,12,27,2/2/16,2/21/18
50756,RUFFUS,M,12/1/07 0:00,Maltese,Brooklyn,11238,308,217,BK61,35,9,20,2/2/16,3/7/17
50757,MILA ,F,11/1/11 0:00,Morkie,Queens,11358,411,1099,QN46,19,6,11,2/2/16,2/8/17
50758,MIDNIGHT ,M,1/1/03 0:00,Unknown,Staten Island,10310,501,105,SI35,49,11,23,2/2/16,2/28/17
50759,CHIP,M,11/1/15 0:00,Maltese Crossbreed,Queens,11106,401,77,QN70,22,12,12,2/2/16,2/2/17
50760,CHLOE ,F,1/1/05 0:00,Maltese,Manhattan,10021,108,134,MN31,5,12,28,2/2/16,2/28/18
50761,CHLOE,F,3/1/09 0:00,Shih Tzu Crossbreed,Queens,11419,410,15802,QN55,28,5,10,2/2/16,2/2/17
50762,CHUPI ,F,8/1/00 0:00,Poodle,Manhattan,10003,102,57,MN23,2,12,27,2/2/16,12/30/16
50763,COCO,F,6/1/09 0:00,Shih Tzu,Manhattan,10065,108,122,MN40,4,12,28,2/2/16,4/5/17
50764,COCO,F,9/1/13 0:00,Chihuahua,Manhattan,10029,111,17401,MN33,8,13,30,2/2/16,2/28/17
50765,COCO,M,1/1/11 0:00,Shih Tzu,Queens,11354,407,1059,QN51,19,6,11,2/2/16,3/13/17
50766,COCO,F,12/1/05 0:00,Unknown,Staten Island,10308,,NULL,NULL,,,,2/2/16,3/11/17
50767,COCO ,F,1/1/01 0:00,Yorkshire Terrier,Staten Island,10308,503,14605,SI54,51,11,24,2/2/16,3/30/17
50768,JERRY,M,11/1/14 0:00,Poodle Crossbreed,Manhattan,10065,108,10602,MN31,5,12,28,2/2/16,3/3/17
50769,JESSE,M,11/1/11 0:00,Unknown,Queens,11358,411,1459,QN48,19,6,11,2/2/16,2/28/17
50770,JOSIE,F,12/1/06 0:00,Beagle,Queens,11358,407,1207,QN52,20,6,11,2/2/16,2/23/17
50771,MILO ,M,1/1/03 0:00,Golden Retriever,Queens,11001,,NULL,NULL,,,,2/2/16,2/28/17
50772,MILLICENT ,F,4/1/08 0:00,Chihuahua,Queens,11385,405,553,QN20,34,7,12,2/2/16,12/17/16
50773,KABEL,M,3/1/08 0:00,Maltese,Brooklyn,11235,315,59402,BK17,48,9,19,2/2/16,11/25/16
50774,JESSIE,F,11/1/11 0:00,Terrier mix,Manhattan,10003,105,52,MN13,2,12,28,2/2/16,2/2/17
50775,JJ,F,6/1/13 0:00,Bull Terrier,Manhattan,10023,107,149,MN14,6,10,27,2/2/16,11/18/17
50776,JOEY ,M,1/1/12 0:00,Shih Tzu,Brooklyn,11234,318,70201,BK45,46,8,19,2/2/16,12/22/16
50777,JOSÉ,M,5/1/11 0:00,Golden Retriever,Manhattan,10013,101,33,MN24,1,10,26,2/2/16,4/4/17
50778,MITCHIE ,M,10/1/09 0:00,Yorkshire Terrier,Bronx,10452,204,223,BX63,14,15,29,2/2/16,3/3/17
50779,MIMI,F,1/1/07 0:00,Akita,Queens,11420,410,100,QN55,28,5,10,2/2/16,2/2/17
50780,MISS ,F,12/1/09 0:00,Unknown,Manhattan,10026,110,220,MN11,9,13,30,2/2/16,3/20/17
50781,MISKA,F,9/1/10 0:00,Maltese,Bronx,10462,211,232,BX37,13,14,33,2/2/16,2/2/17
50782,MINNIE,F,6/1/10 0:00,Shih Tzu,Queens,11693,414,94203,QN12,32,5,15,2/2/16,3/7/17
50783,SHERRY ,F,11/1/00 0:00,Labrador Retriever,Staten Island,10308,503,14606,SI54,51,11,24,2/2/16,2/28/17
50784,SHATZE,F,1/1/07 0:00,Yorkshire Terrier,Bronx,10465,210,118,BX52,13,14,34,2/2/16,2/28/17
50785,SHAKESPEAR,M,1/1/04 0:00,Scottish Terrier,Bronx,10471,208,345,BX22,11,16,34,2/2/16,2/28/17
50786,SASHIE,F,1/1/06 0:00,Unknown,Brooklyn,11230,314,546,BK43,48,9,17,2/2/16,11/29/16
50787,MONET,F,11/1/15 0:00,Chihuahua,Manhattan,10029,111,172,MN33,8,13,29,2/2/16,2/2/17
50788,SHADOW,M,1/1/04 0:00,"Schnauzer, Miniature",Queens,11426,413,1621,QN43,23,3,11,2/2/16,2/28/17
50789,SHADOW ,M,1/1/07 0:00,Dachshund Smooth Coat,Brooklyn,11219,310,210,BK30,43,10,22,2/2/16,6/29/16
50790,SHADOW ,F,1/1/06 0:00,Unknown,Queens,11428,413,562,QN34,23,5,11,2/2/16,12/30/16
50791,PIERRE,M,10/1/14 0:00,"Poodle, Toy",Manhattan,10001,104,97,MN13,3,10,27,2/2/16,1/20/17
50792,PILOT ,F,1/1/03 0:00,German Shepherd Dog,Manhattan,10036,104,121,MN15,3,10,27,2/2/16,3/30/17
50793,PIPPA,F,8/1/08 0:00,Portuguese Water Dog,Manhattan,10012,102,49,MN24,1,10,26,2/2/16,1/12/17
50794,PIPPA,F,1/1/12 0:00,Labrador Retriever,Brooklyn,11231,306,67,BK33,39,7,26,2/2/16,3/30/17
50795,PIPER ,F,1/1/03 0:00,Lhasa Apso,Manhattan,10128,108,16001,MN40,4,12,28,2/2/16,3/30/17
50796,PRINCESS,F,5/1/10 0:00,Pit Bull,Staten Island,10312,503,17011,SI01,51,11,24,2/2/16,2/2/17
50797,PRINCESS,F,1/1/06 0:00,Unknown,Staten Island,10306,502,11202,SI45,50,11,24,2/2/16,4/2/17
50798,PRINCESS,F,10/1/14 0:00,Shiba Inu,Brooklyn,11223,311,424,BK29,44,10,17,2/2/16,2/6/21
50799,PRINCESS,F,11/1/06 0:00,Pug,Manhattan,10002,103,202,MN28,2,7,26,2/2/16,11/24/16
50800,TEDDY,M,1/1/16 0:00,Goldendoodle,Manhattan,10019,104,135,MN15,3,10,31,2/2/16,2/2/17
50801,PUMPKIN,F,2/1/11 0:00,Redbone Coonhound,Manhattan,10003,106,50,MN21,2,12,28,2/2/16,2/2/17
50802,PUMA,F,1/1/12 0:00,Unknown,Bronx,10464,210,516,BX10,13,14,34,2/2/16,2/26/17
50803,TERRY,M,10/1/11 0:00,Yorkshire Terrier,Brooklyn,11223,313,382,BK26,47,11,23,2/2/16,3/2/17
50804,THOR,M,7/1/12 0:00,Labradoodle,Manhattan,10019,104,139,MN15,3,10,27,2/2/16,1/28/17
50805,TOBY ,M,1/1/07 0:00,Labrador Retriever Crossbreed,Brooklyn,11215,306,133,BK37,39,7,20,2/2/16,2/3/17
50806,TINKERBELL,F,1/1/06 0:00,Keeshond,Brooklyn,11228,,NULL,NULL,,,,2/2/16,3/30/17
50807,TODD,M,11/1/09 0:00,German Shepherd Dog,Queens,11419,410,100,QN55,28,5,10,2/2/16,3/2/17
50808,TOGA ,M,11/1/05 0:00,Unknown,Staten Island,10303,501,239,SI12,49,11,23,2/2/16,2/28/17
50809,ELI,M,8/1/12 0:00,Maltese,Manhattan,10021,,NULL,NULL,,,,2/2/16,4/3/17
50810,EARL,M,8/1/06 0:00,Shih Tzu Crossbreed,Brooklyn,11214,311,278,BK28,47,11,22,2/2/16,2/2/17
50811,EDEN,F,11/1/15 0:00,German Shepherd Dog,Queens,11356,407,939,QN23,19,14,11,2/2/16,2/2/17
50812,EDIE,F,1/1/10 0:00,"Dachshund, Long Haired Miniature",Manhattan,10026,110,220,MN11,9,13,30,2/2/16,3/22/18
50813,ELVIS,M,2/1/02 0:00,Pomeranian,Brooklyn,11235,315,59402,BK17,48,9,19,2/2/16,11/25/16
50814,EMME,F,8/1/12 0:00,"Poodle, Toy",Manhattan,10012,102,5502,MN23,1,12,26,2/2/16,3/12/17
50815,LUCY,F,8/1/09 0:00,Labrador Retriever,Manhattan,10028,108,14801,MN40,4,12,28,2/2/16,2/26/17
50816,LUIGI,M,1/1/04 0:00,Chihuahua,Brooklyn,11221,,NULL,NULL,,,,2/2/16,3/1/17
50817,LUCKY,M,8/1/11 0:00,Pomeranian,Queens,11370,403,30903,QN28,25,14,13,2/2/16,3/8/17
50818,LUCKY,M,8/1/09 0:00,Bichon Frise,Queens,11375,406,75702,QN17,29,6,16,2/2/16,11/21/17
50819,LUCY,F,3/1/09 0:00,"Poodle, Miniature",Manhattan,10024,107,165,MN12,6,10,29,2/2/16,4/5/18
